"TORG","GROUP","PRIMARY"
"T2055","SOCIETY FOR SOCIAL REFORM",1
"T2055","JAMIAT AL ISLAH AL IJTIMAI",0
"T2055","JAMIAT AL-ISLAH AL-IJTIMAI",0
"T2055","SOCIETY OF SOCIAL REFORMS",0
"T2056","LEWISDALE CREW",1
"T2057","BROWN UNION",1
"T2058","MARA 18",1
"T2058","18TH STREET",0
"T2058","18TH STREET GANG",0
"T2058","BARRIO 18",0
"T2058","CALLE 18",0
"T2058","LA18",0
"T2058","M18",0
"T2058","MARA-18",0
"T2059","RALLY FOR CONGOLESE DEMOCRACY - LIBERATION MOVEMENT (RCD-ML)",1
"T2059","RALLY FOR CONGOLESE DEMOCRACY - LIBERATION MOVEMENT",0
"T2059","RCD-ML",0
"T2060","TECLAS LOCOS SALVATRUCHOS",1
"T2061","SOUTHSIDE LOCOS",1
"T2062","PLAYBOYS",1
"T2063","ORIENTAL LAZY-BOYS",1
"T2064","SUR 13",1
"T2064","SURENO-13",0
"T2065","MARA R",1
"T2065","LA R",0
"T2065","LA RAZA",0
"T2066","VATOS LOCOS",1
"T2066","CRAZY DUDES",0
"T2067","MARINEROS",1
"T2068","SAILORS LOCOS SALVATRUCHOS",1
"T2068","SAILORS LOCOS SALVATRUCHOS WESTSIDE",0
"T2068","SAILORS LOCOS SALVATRUCHOS WESTSIDE (SLSW)",0
"T2069","88 MOB",1
"T2070","SINALOA CARTEL",1
"T2070","CARTEL DE SINALOA",0
"T2070","CçRTEL DE SINALOA",0
"T2071","LEEWARD LOCOTES SALVATRUCHES",1
"T2072","ISLAMIST EXTREMISTS",1
"T2072","ISLAMIC TERRORISTS",0
"T2073","LATIN KINGS",1
"T2074","TECLAS",1
"T2075","CENTRALES LOCOS SALVATRUCHAS",1
"T2076","MODESTO LOCOS SALVATRUCHAS",1
"T2076","MODESTO LOCOS SALVATRUCHOS",0
"T2077","BIG GANGSTERS LOCOS SALVATRUCHAS",1
"T2077","BIG GANGSTERS LOCOS SALVATRUCHAS (BGLS)",0
"T2078","MODELOS",1
"T2078","MODELOS LOCOS SALVATRUCHOS",0
"T2078","MODELOS LOCOS SALVATRUCHOS (MLS)",0
"T2079","SILVA LOCO SALVATRUCHA",1
"T2080","MARA LOCOS",1
"T2081","SALAFIST JIHAD",1
"T2082","ISLAMIC COURTS UNION (ICU)",1
"T2082","ALLIANCE FOR THE RE-LIBERATION OF SOMALIA/UNION OF ISLAMIC COURTS",0
"T2082","ARS/UIC",0
"T2082","ISLAMIC COURTS UNION",0
"T2082","SICS",0
"T2082","SUPREME ISLAMIC COUNCIL OF SOMALIA",0
"T2083","BIHAR PEOPLE'S PARTY (HINDU MILITANTS)",1
"T2083","BIHAR PEOPLES PARTY",0
"T2083","BIHAR PEOPLE'S PARTY",0
"T2083","BIHAR PEOPLES PARTY (HINDU MILITANTS)",0
"T2084","BUNCH OF CRAZY SOUTHERNERS",1
"T2085","SALVADORANS WITH PRIDE",1
"T2086","LITTLE LOCOS",1
"T2087","PANOCHO-18",1
"T2088","STREET THUG CRIMINALS",1
"T2088","STREET THUG CRIMINALS (STC)",0
"T2089","LATIN MAFIA",1
"T2090","D BLOCK",1
"T2091","SEVEN ELEVEN",1
"T2092","BLOODS",1
"T2094","WEST DEER PARK LOCOS",1
"T2095","42ND STREET LITTLE CRIMINALS",1
"T2095","FORTY SECOND LIL CRIMINALS",0
"T2096","BOLIVARIAN CONTINENTAL COORDINATOR (CCB)",1
"T2097","LEFT PARTY (GERMANY)",1
"T2098","FREE AMERICA",1
"T2099","OSCAR WILLIAM CALVO FRONT",1
"T2100","GOD'S SQUADRON (KATIBA RABBANIA)",1
"T2101","ETHIOPIANS",1
"T2102","ARMED ISLAMIC GROUP - EL FORKANE BATTALION",1
"T2102","ARMED ISLAMIC GROUP - HOLY QURAN BATTALION",0
"T2102","GIA - EL FORKANE",0
"T2102","GROUPE ISLAMIQUE ARMEE - EL FORKANE BATTALION",0
"T2102","GROUPE ISLAMIQUE ARMƒE - EL FORKANE BATTALION",0
"T2103","THE MARTYR'S BATTALION",1
"T2103","THE MARTYRS BATTALION",0
"T2104","STUDENTS U OF PNG",1
"T2104","STUDENTS OF THE UNIVERSITY OF PAPUA NEW GUINEA",0
"T2104","STUDENTS OF UPNG",0
"T2105","MANIPUR PEOPLES LIBERATION FRONT",1
"T2105","MANIPUR PEOPLEÕS LIBERATION FRONT",0
"T2105","MANIPUR PEOPLEÕS LIBERATION FRONT (MPLF)",0
"T2105","MANIPUR PEOPLES ARMY",0
"T2105","MANIPUR PEOPLE'S ARMY",0
"T2105","MANIPUR PEOPLES ARMY (MPA)",0
"T2105","MANIPUR PEOPLE'S ARMY (MPA)",0
"T2105","MANIPUR PEOPLE'S LIBERATION FRONT",0
"T2105","MANIPUR PEOPLES LIBERATION FRONT (MPLF)",0
"T2105","MANIPUR PEOPLE'S LIBERATION FRONT (MPLF)",0
"T2106","HOLY WARRIORS OF AHMAD DAQAMSEH",1
"T2107","THIEVES IN BLACK",1
"T2108","CELL OF TRIPOLI",1
"T2109","ISLAMIC ARMY FOR THE LIBERATION OF THE HOLY SITES",1
"T2110","WABAHI TABLIGH",1
"T2111","FRENCH GIA",1
"T2112","JUND-UL-ISLAM (SOLDIERS OF GOD)",1
"T2112","JUND AL ISLAM",0
"T2112","JUND AL-ISLAM",0
"T2112","JUND UL ISLAM",0
"T2112","JUND UL-ISLAM",0
"T2112","SOLDIERS OF GOD",0
"T2113","COALITION FOR MILITANT ACTION IN THE NIGER DELTA",1
"T2113","COALITION FOR MILITANT ACTION IN THE NIGER DELTA (COMA)",0
"T2114","FEDERATED NIGER DELTA IJAW COMMUNITIES (FNDIC)",1
"T2114","FEDERATED NIGER-DELTA IJAW COMMUNITIES (FNDIC)",0
"T2115","THE JOINT REVOLUTIONARY COUNCIL",1
"T2115","JOINT REVOLUTIONARY COUNCIL (JRC)",0
"T2116","MARTYR YUSUF AL-QUQA BRIGADE",1
"T2117","POPULAR NASIRITE ORGANIZATION",1
"T2117","AL-TANZIM AL-SHAÕABY AL-NASSERY",0
"T2117","AL-TANZIM AL-SHAABY AL-NASSERY",0
"T2117","AL-TANZIM AL-SHA'ABY AL-NASSERY",0
"T2117","ORGANISATION POPULAIRE NASSERIENNE",0
"T2117","ORGANISATION POPULAIRE NASSƒRIENNE",0
"T2117","ORGANISATION POPULAIRE NASSERIENNE (OPN)",0
"T2117","ORGANISATION POPULAIRE NASSƒRIENNE (OPN)",0
"T2117","POPULAR NASIRITE ORGANIZATION (PNO)",0
"T2117","POPULAR NASSERIST ORGANIZATION",0
"T2117","POPULAR NASSERIST ORGANIZATION (PNO)",0
"T2118","THE CHADIAN ACTION FOR UNITY AND SOCIALISM (ACTUS)",1
"T2118","ACTION TCHADIENNE POUR L'UNITE ET LE SOCIALISME",0
"T2118","ACTION TCHADIENNE POUR L'UNITƒ ET LE SOCIALISME",0
"T2118","ACTION TCHADIENNE POUR L'UNITE ET LE SOCIALISME (ACTUS)",0
"T2118","ACTION TCHADIENNE POUR L'UNITƒ ET LE SOCIALISME (ACTUS)",0
"T2118","ACTUS",0
"T2118","CHADIAN ACTION FOR UNITY AND SOCIALISM",0
"T2118","CHADIAN ACTION FOR UNITY AND SOCIALISM (ACTUS)",0
"T2118","THE CHADIAN ACTION FOR UNITY AND SOCIALISM",0
"T2119","FUTURE MOVEMENT (LEBANON)",1
"T2120","WESTERN NIGER DELTA VOLUNTEER FORCE (WNDVF)",1
"T2120","WESTERN NIGER DELTA VOLUNTEER FORCE",0
"T2120","WNDVF",0
"T2121","ALLIANCE NATIONALE DE LA RESISTANCE (ANR)",1
"T2121","ALLIANCE NATIONALE DE LA RESISTANCE",0
"T2121","ALLIANCE NATIONALE DE LA RƒSISTANCE",0
"T2121","ALLIANCE NATIONALE DE LA RƒSISTANCE (ANR)",0
"T2121","ALLIANCE NATIONALE DE LA RƒSISTANCE (ANR, NATIONAL RESISTANCE ALLIANCE)",0
"T2121","NATIONAL RESISTANCE ALLIANCE",0
"T2121","NATIONAL RESISTANCE ALLIANCE (ANR)",0
"T2122","REPUBLIC OF NAGORNO-KARABAKH",1
"T2122","ARTSAKH REPUBLIC",0
"T2122","ARTS'AKHI HANRAPETUT'YUN",0
"T2122","LERNAYIN GHARABAGHI HANRAPETUT'YUN",0
"T2122","NAGORNO-KARABAKH",0
"T2122","NAGORNO-KARABAKH REPUBLIC",0
"T2122","REPUBLIC OF ARTSAKH",0
"T2123","CHADIAN NATIONAL CONCORD (CNT)",1
"T2124","CHURCH OF THE SONS OF YAHWEH",1
"T2125","DAWOOD IBRAHIM GROUP",1
"T2125","D-COMPANY/DARWOOD IBRAHIM",0
"T2125","D-COMPANY/DAWOOD IBRAHIM",0
"T2126","ISLAMIC YOUTH MOVEMENT",1
"T2127","NIGER DELTA FRONTIER FORCE",1
"T2128","SINDHU DESH LIBERATION ARMY (SDLA)",1
"T2128","SINDHU DESH LIBERATION ARMY",0
"T2128","SINDHU DESH LIBERATION ARMY (SLA)",0
"T2128","SINDHUDESH LIBERATION ARMY",0
"T2128","SINDHUDESH LIBERATION ARMY (SLA)",0
"T2129","NA FIANNA EIREANN",1
"T2129","FIANNA EIREANN",0
"T2129","OGRA SHINN FEIN",0
"T2129","îGRA SHINN FƒIN",0
"T2129","SINN FEIN OIGE PHOBLACHTACH",0
"T2129","SINN FƒIN îIGE PHOBLACHTACH",0
"T2129","SINN FEIN REPUBLICAN YOUTH",0
"T2129","SINN FƒIN REPUBLICAN YOUTH",0
"T2129","SINN FEIN REPUBLICAN YOUTH (SFRY)",0
"T2129","SINN FƒIN REPUBLICAN YOUTH (SFRY)",0
"T2130","NATIONAL ACCORD OF CHAD (CNT)",1
"T2130","CHADIAN NATIONAL ACCORD",0
"T2130","CHADIAN NATIONAL ACCORD (CNT)",0
"T2130","CONCORDE NATIONALE TCHADIENNE",0
"T2130","CONCORDE NATIONALE TCHADIENNE (CNT)",0
"T2130","NATIONAL ACCORD OF CHAD",0
"T2131","OGLAIGH NA HEIREANN",1
"T2131","OGLAIGH NA EIREANN",0
"T2131","OGLAIGH NA HEIREANN (ONH)",0
"T2131","îNAHƒ",0
"T2131","REAL IRA/ONH",0
"T2132","OUTLAW HAMMERSKINS",1
"T2133","PROTESTANT VOLUNTEER FORCE",1
"T2134","DECCAN MUJAHIDEEN",1
"T2135","YAHYA MUJAHIDEEN",1
"T2136","ISLAMIC UNIFICATION MOVEMENT",1
"T2137","AL-MUKAWANA",1
"T2138","INDONESIAN ISLAMIC YOUTH MOVEMENT",1
"T2139","PALESTINE JIHAD BOMBING TROOPS",1
"T2140","PATRIOTIC MOVEMENT OF IVORY COAST (MPCI)",1
"T2140","MOUVEMENT PATRIOTIQUE DE LA CïTE DÕIVOIRE",0
"T2140","MOUVEMENT PATRIOTIQUE DE LA CïTE DÕIVOIRE (MPCI)",0
"T2140","PATRIOTIC MOVEMENT OF IVORY COAST",0
"T2141","JORDANIAN ISLAMIC LIBERATION ARMY",1
"T2142","LOYALIST FREEDOM FIGHTERS",1
"T2143","VINLANDERS SOCIAL CLUB",1
"T2144","VOLKSFRONT",1
"T2145","RIGHTEOUS PATH",1
"T2146","TEHRIK-I-TALIBAN PAKISTAN (TTP)",1
"T2146","TALEBAN MOVEMENT OF PAKISTAN (TTP)",0
"T2146","TEHRIK-I-TALIBAN PAKISTAN",0
"T2147","AL-SHABAAB",1
"T2147","HARAKAT AL-SHABAAB AL-MUJAHIDEEN",0
"T2148","CHASI MULIA ADIVASI SANGH",1
"T2149","TABERNACLE OF PHINEAS PRIESTHOOD",1
"T2149","ARYAN NATIONS - PENNSYLVANIA",0
"T2149","ARYAN NATIONS - PENNSYLVANIA FACTION",0
"T2149","PENNSYLVANIA ARYAN NATIONS",0
"T2150","FORUM AGAINST CONVERSION MOVEMENT (FAKTA)",1
"T2150","ANTI-APOSTASY MOVEMENT FORUM",0
"T2150","FORUM ANTI GERAKAN PEMURTADAN",0
"T2150","FORUM ANTISIPASI KEGIATAN PEMURTADAN",0
"T2151","INTERNATIONAL THIRD POSITION (ITP)",1
"T2151","INTERNATIONAL THIRD POSITIONISTS",0
"T2151","INTERNATIONAL THIRD POSITIONISTS (ITP)",0
"T2152","SONS OF IRAQ",1
"T2153","LASKAR JUNDULLAH",1
"T2154","VANGUARD OF ARAB CHRISTIANS",1
"T2155","EGYPTIAN MUJAHIDEEN",1
"T2156","AL-DAWA",1
"T2157","LIONS OF AL-MUFRIDIN",1
"T2157","AL-MUFRIDOON",0
"T2158","AZAM JEHAD",1
"T2159","TEHREEK-E-ISLAMI LASHKAR-E-MUHAMMADI",1
"T2159","TEHREEK-E-ISLAMI LASHKAR-E-MUHAMMADI (TILM)",0
"T2160","ANSAR UL UMMAH",1
"T2161","YOUNG PEOPLE OF PARADISE",1
"T2162","HAQQANI NETWORK",1
"T2163","YOUTHS OF PARADISE",1
"T2164","BOKO HARAM",1
"T2164","GROUP COMMITTED TO PROPAGATING THE PROPHET'S TEACHINGS AND JIHAD",0
"T2164","JAM?'ATU AHLIS SUNNAH L?DDA'AWATIH WAL-JIHAD",0
"T2164","JAMAATU AHLIS SUNNAH LADDAAWATIH WAL-JIHAD",0
"T2164","JAMA'ATU AHLIS SUNNAH LADDA'AWATIH WAL-JIHAD",0
"T2164","PEOPLE COMMITTED TO THE PROPAGATION OF THE PROPHET'S TEACHINGS AND JIHAD",0
"T2164","WESTERN EDUCATION IS SINFUL",0
"T2165","TEHREEK-E-NAFAZ-E-SHARIAT-E-MOHAMMADI (TNSM)",1
"T2165","MOVEMENT FOR THE ENFORCEMENT OF ISLAMIC LAW",0
"T2165","TEHREEK-E-NAFAZ-E-SHARIAT-E-MOHAMMADI",0
"T2165","TEHREEK-E-NAFAZ-E-SHARIATE-MOHAMMADI (TNSM)",0
"T2166","JAYSH AL-UMMAH",1
"T2167","JUND ANSAR ALLAH",1
"T2167","ARMY OF THE SUPPORTERS OF ALLAH_",0
"T2168","JUSTICE AND EQUALITY MOVEMENT (JEM)",1
"T2168","JUSTICE AND EQUALITY MOVEMENT",0
"T2169","PALESTINIAN PEOPLE'S PARTY",1
"T2169","PALESTINIAN COMMUNIST PARTY",0
"T2170","UNITED PATANI PEOPLE COUNCIL (UPPC)",1
"T2171","RASHTRIYA SWAYAMSEVAK SANGH",1
"T2171","RASHTRIYA SWAYAMSEVAK SANGH (RSS)",0
"T2172","FORCES NOUVELLES (FN)",1
"T2172","FORCES NOUVELLES",0
"T2172","FORCES RƒPUBLICAINES DE CïTE D'IVOIRE",0
"T2172","FRCI",0
"T2172","NEW FORCES",0
"T2172","NEW FORCES (FN)",0
"T2172","REPUBLICAN FORCES OF IVORY COAST",0
"T2173","AWAMI NATIONAL PARTY (ANP)",1
"T2174","MOVEMENT FOR THE LIBERATION OF CONGO (MLC)",1
"T2174","MOUVEMENT DE LIBƒRATION CONGOLAIS",0
"T2174","MOUVEMENT DE LIBƒRATION CONGOLAIS (MLC)",0
"T2174","MOUVEMENT DE LIBƒRATION DU CONGO",0
"T2174","MOUVEMENT DE LIBƒRATION DU CONGO (MLC)",0
"T2174","MOUVEMENT POUR LA LIBERATION DU CONGO",0
"T2174","MOUVEMENT POUR LA LIBƒRATION DU CONGO",0
"T2174","MOUVEMENT POUR LA LIBERATION DU CONGO (MLC)",0
"T2174","MOVEMENT FOR THE LIBERATION OF CONGO",0
"T2175","PARTY OF LIBERATION",1
"T2175","INDIAN MUJAHIDIN",0
"T2176","INTERNATIONAL SIKH YOUTH FEDERATION",1
"T2177","KHALISTAN ZINDABAD FORCE",1
"T2178","NATIONAL SOCIALISM-WHITE POWER (NS-WP)",1
"T2179","WHITE JUSTICE (WJ)",1
"T2180","AHL-E-SUNNAT",1
"T2181","AL-NAQSHABANDIYA ARMY",1
"T2181","AL-NAQSHABANDIYA",0
"T2182","HUTHIS",1
"T2182","HOUTHIS",0
"T2183","TIGRAY PEOPLE'S DEMOCRATIC MOVEMENT",1
"T2184","LIBERATION ARMY FOR PRESEVO, MEDVEDJA AND BUJANOVAC (USHTRIA ‚LIRIMTARE E PRESHEVèS, MEDVEGJèS DHE BUJANOCIT - UCPMB)",1
"T2184","LIBERATION ARMY FOR PRESEVO, MEDVEDJA AND BUJANOVAC",0
"T2184","LIBERATION ARMY FOR PRESEVO, MEDVEDJA AND BUJANOVAC (UCPMB)",0
"T2184","LIBERATION ARMY FOR PRESEVO, MEDVEDJA AND BUJANOVAC (USHTRIA CLIRIMTARE E PRESHEVES, MEDVEGJES DHE BUJANOCIT - UCPMB)",0
"T2184","LIBERATION ARMY OF PRESEVO, MEDVEDJA AND BUJANOVAC",0
"T2184","USHTRIA CLIRIMTARE E PRESHEVES, MEDVEGJES DHE BUJANOCIT - UCPMB",0
"T2184","USHTRIA ‚LIRIMTARE E PRESHEVèS, MEDVEGJèS DHE BUJANOCIT - UCPMB",0
"T2184","USHTRIA ‚LIRIMTARE E PRESHEVèS, MEDVEGJèS DHE BUJANOCIT (UCPMB) ",0
"T2185","NATIONAL LIBERATION ARMY (NLA) (MACEDONIA)",1
"T2185","NATIONAL LIBERATION ARMY (UCK)",0
"T2185","USHTRIA CLIRIMTARE E KOMBETARE",0
"T2185","USHTRIA ‚LIRIMTARE è KOMBèTARE",0
"T2185","USHTRIA CLIRIMTARE E KOMBETARE (UCK)",0
"T2185","USHTRIA ‚LIRIMTARE è KOMBèTARE (UCK)",0
"T2186","UNION OF CONGOLESE PATRIOTS (UPC)",1
"T2186","UNION OF CONGOLESE PATRIOTS",0
"T2187","POPULAR ARMED FORCES OF CONGO (FAPC)",1
"T2187","ARMED FORCES OF THE CONGOLESE PEOPLE",0
"T2187","ARMED FORCES OF THE CONGOLESE PEOPLE (FAPC)",0
"T2187","CONGOLESE PEOPLE'S ARMED FORCES FAPC",0
"T2187","FORCES ARMEES DU PEUPLE CONGOLAIS",0
"T2187","FORCES ARMƒES DU PEUPLE CONGOLAIS",0
"T2187","FORCES ARMEES DU PEUPLE CONGOLAIS (FAPC)",0
"T2187","FORCES ARMƒES DU PEUPLE CONGOLAIS (FAPC)",0
"T2187","PEOPLE'S ARMED FORCES OF CONGO",0
"T2187","PEOPLE'S ARMED FORCES OF CONGO (FAPC)",0
"T2188","SANTA CRUZ YOUTH UNION",1
"T2189","MOVEMENT OF NIGER PEOPLE FOR JUSTICE (MNJ)",1
"T2189","MOUVEMENT DES NIGƒRIENS POUR LA JUSTICE",0
"T2189","NIGER MOVEMENT FOR JUSTICE",0
"T2189","NIGER MOVEMENT FOR JUSTICE (MNJ)",0
"T2190","PEOPLE'S LIBERATION GUERRILLA ARMY (PLGA)",1
"T2191","RAHMOUNI",1
"T2192","SANATAN SAUSTHA",1
"T2193","1389 MOVEMENT",1
"T2194","OBRAZ",1
"T2195","UNITED WA STATE ARMY",1
"T2195","RED WA",0
"T2195","UNITED WA STATE ARMY (UWSA)",0
"T2195","UNITED WA STATE PARTY",0
"T2195","UNITED WA STATE PARTY (UWSP)",0
"T2196","COCOYES",1
"T2197","TABLIGH JAMAAT",1
"T2198","FRIENDS OF FREEDOM",1
"T2199","RALLY OF DEMOCRATIC FORCES (RAFD)",1
"T2199","RALLY OF DEMOCRATIC FORCES (RAFD) (CHAD)",0
"T2199","RASSEMBLEMENT DES FORCES DEMOCRATIQUES",0
"T2199","RASSEMBLEMENT DES FORCES DƒMOCRATIQUES",0
"T2199","RASSEMBLEMENT DES FORCES DEMOCRATIQUES (RAFD)",0
"T2200","ABHINAV BHARAT",1
"T2201","FRONT FOR THE RESTORATION OF UNITY AND DEMOCRACY - AHMED DINI FACTION",1
"T2201","FRONT POUR LA RESTAURATION DE LÕUNITƒ ET DE LA DƒMOCRATIE - AHMED DINI FACTION",0
"T2201","FRONT POUR LA RESTAURATION DE L'UNITE ET DE LA DEMOCRATIE - AHMED DINI FACTION",0
"T2201","FRUD - AD",0
"T2201","FRUD - AHMED DINI FACTION",0
"T2202","BAJRANG DAL",1
"T2203","GANGS OF CONSCIENCE",1
"T2204","AL-MUHAJIRUN",1
"T2205","ANSAR-E-HEZBOLLAH",1
"T2205","ANSAR-E-HEZBALLAH",0
"T2205","ANSAR-E-HIZBALLAH",0
"T2205","ANSAR-E-HIZBOLLAH",0
"T2205","SUPPORTERS OF THE PARTY OF GOD",0
"T2206","MAPOGO A MATHAMAGA",1
"T2207","NATIONAL RESISTANCE MOVEMENT (CZECH)",1
"T2208","AUTONOMOUS NATIONALISTS (CZECH)",1
"T2209","ANTI-FASCIST ACTION (AFA)",1
"T2209","ANTIFASCIST ACTION",0
"T2209","ANTI-FASCIST ACTION",0
"T2210","WORKERS' PARTY (DS)",1
"T2211","HEIMATTREUE DEUTSCHE JUGEND (HDJ)",1
"T2211","PATRIOTIC GERMAN YOUTH",0
"T2212","BLOOD, SOIL, HONOUR AND LOYALTY (BBET)",1
"T2213","JUBBA VALLEY ALLIANCE",1
"T2213","ISBAHAYSIGA DOOXADA JUBBA",0
"T2213","JUBBA VALLEY ALLIANCE (JVA)",0
"T2214","MARANAW ISLAMIC STATEHOOD MOVEMENT",1
"T2215","MISUARI BREAKAWAY GROUP",1
"T2216","NATIONAL UNION OF FORCE",1
"T2217","LATVIAN ANTI-FASCIST COMMITTEE",1
"T2218","ANARCHIST BLACK CROSS",1
"T2219","EURO-OPPOSITION",1
"T2220","FIGHTING GROUP 18",1
"T2221","JALJALAT",1
"T2222","PEOPLE'S LIBERATION ORGANIZATION OF TAMIL EELAM",1
"T2223","NATIONAL FRONT FOR THE LIBERATION OF HAITI",1
"T2223","FRONT POUR LA LIBERACION ET LA RECONSTRUCTION NATIONALES",0
"T2223","FRONT POUR LA LIBERACIîN ET LA RECONSTRUCTION NATIONALES",0
"T2223","FRONT POUR LA LIBERACION ET LA RECONSTRUCTION NATIONALES (FLRN)",0
"T2223","FRONT POUR LA LIBERACIîN ET LA RECONSTRUCTION NATIONALES (FLRN)",0
"T2223","NATIONAL FRONT FOR THE LIBERATION OF HAITI (FLRN)",0
"T2224","POPULAR ARMY FOR THE RESTORATION OF DEMOCRACY (APRD)",1
"T2224","POPULAR ARMY FOR THE RESTORATION OF DEMOCRACY",0
"T2225","PORATTOM",1
"T2226","PRAVEEN DALAM",1
"T2227","RABID BROTHERS OF GIULIANI",1
"T2228","NATIONAL UNITED FRONT OF KAMPUCHEA",1
"T2228","FRONT UNI NATIONAL DU KAMPUCHEA",0
"T2228","FRONT UNI NATIONAL DU KAMPUCHƒA",0
"T2228","FRONT UNI NATIONAL DU KAMPUCHEA (FUNK)",0
"T2228","FRONT UNI NATIONAL DU KAMPUCHƒA (FUNK)",0
"T2228","NATIONAL UNITED FRONT OF KAMPUCHEA (FUNK)",0
"T2229","POPULAR ARMY VANGUARDS- BATTALIONS OF RETURN",1
"T2229","POPULAR ARMY FRONT - RETURN BATTALIONS",0
"T2229","POPULAR ARMY FRONT- RETURN BATTALIONS",0
"T2229","POPULAR ARMY FRONT-RETURN BATTALIONS",0
"T2229","POPULAR ARMY VANGUARDS - BATTALIONS OF RETURN",0
"T2229","POPULAR ARMY VANGUARDS-BATTALIONS OF RETURN",0
"T2229","THE BATTALIONS OF RETURN",0
"T2230","14 K TRIAD",1
"T2230","14K TRIAD",0
"T2231","28S",1
"T2232","ABIDA TRIBE",1
"T2233","IVORIAN MOVEMENT FOR THE GREATER WEST (MPIGO)",1
"T2233","IVORIAN MOVEMENT FOR THE GREATER WEST",0
"T2233","MOUVEMENT POPULAIRE IVORIAN DU GRAND OUEST",0
"T2233","MOUVEMENT POPULAIRE IVORIAN DU GRAND OUEST (MPIGO)",0
"T2233","MPIGO",0
"T2234","ADIVASI NATIONAL LIBERATION ARMY (ANLA)",1
"T2235","AFAR REVOLUTIONARY DEMOCRATIC UNITY FRONT",1
"T2236","AIBED ER-RAHMAN KATIBET",1
"T2237","AITARAK MILITIA",1
"T2238","AL ZAWAHIRI LOYALISTS",1
"T2238","AL-ZAWAHIRI LOYALISTS",0
"T2239","AL-FAJR",1
"T2239","AL FAJR",0
"T2240","AL-HAMAS MUJAHIDEEN",1
"T2241","AL-KHOBAR",1
"T2242","AL-NADIR",1
"T2243","AL-QA'IDA IN LEBANON",1
"T2244","AL-QA'IDA IN YEMEN",1
"T2244","AL-QAÕIDA IN YEMEN",0
"T2244","AL-QAEDA IN YEMEN",0
"T2244","AL-QAIDA IN YEMEN",0
"T2245","AL-QA'IDA NETWORK FOR SOUTHWESTERN KHULNA DIVISION",1
"T2246","AL-SHABAAB AL-MU'MININ",1
"T2246","AL-SHABAAB AL-MUMININ",0
"T2246","AL-SHABAAB AL-MUMININ (HOUTHIS)",0
"T2246","AL-SHABAAB AL-MU'MININ (HOUTHIS)",0
"T2246","THE BELIEVING YOUTH",0
"T2247","AL-ZAIDI TRIBE - MAREB",1
"T2248","ALBANIAN LIBERATION ARMY",1
"T2249","ALCUBAR GROUP",1
"T2250","ALL ETHIOPIAN UNITY PARTY (AEUP)",1
"T2250","ALL ETHIOPIA UNITY PARTY",0
"T2250","ALL ETHIOPIA UNITY PARTY (AEUP)",0
"T2250","ALL ETHIOPIAN UNITY PARTY",0
"T2251","AMR BIL MAROOF WA NAHI ANIL MUNKIR",1
"T2252","ANBAR SALVATION COUNCIL",1
"T2252","AL ANBAR SALVATION COUNCIL",0
"T2252","AL-ANBAR SALVATION COUNCIL",0
"T2253","ANONYMOUS UNDERGROUND MOVEMENT (MCA)",1
"T2254","ANSAR SARALLAH",1
"T2255","ANTI-APOSTATE MOVEMENT ALLIANCE (AGAP)",1
"T2256","ANTI-CAPITALIST ACTION",1
"T2257","ANTI-GOVERNMENT GUERRILLAS",1
"T2258","KAMAJORS",1
"T2259","ARIC UNION ASSOCIATION",1
"T2260","ARMED FORCES OF THE CHECHEN REPUBLIC OF ICHKERIA",1
"T2261","ARMED RENAISSANCE GROUP OF AHVAZ",1
"T2262","ARMED VANGUARDS OF A SECOND MOHAMMED ARMY",1
"T2263","ARMY OF THE REPUBLIC OF ILIRIDA",1
"T2264","ARSONISTS FOR SOCIAL COHESION",1
"T2265","ARTISANS' COOPERATIVE OF FIRE AND RELATED PRODUCTS",1
"T2266","ASSOCIATION OF MOBIL SPILL AFFECTED COMMUNITIES (AMSAC)",1
"T2267","ATHENS AND THESSALONIKI ARSONIST NUCLEI",1
"T2268","AUTONOMOUS EXECUTIVE",1
"T2269","AVENGERS OF THE INFANTS",1
"T2269","THE AVENGERS OF THE INFANTS",0
"T2270","BABY LIBERATION ARMY",1
"T2272","BALOCH REPUBLICAN ARMY (BRA)",1
"T2272","BALOCH REPUBLICAN ARMY",0
"T2272","BALUCHISTAN REPUBLICAN ARMY",0
"T2272","BALUCHISTAN REPUBLICAN ARMY (BRA)",0
"T2273","BALUCHISTAN NATIONAL ARMY",1
"T2274","BANYAMULENGE REBELS",1
"T2275","BEJA CONGRESS",1
"T2275","THE BEJA CONGRESS",0
"T2276","BELI ORLOVI (WHITE EAGLES)",1
"T2276","BELI ORLOVI",0
"T2276","WHITE EAGLES",0
"T2277","BENGALI TIGER FORCE (BTF)",1
"T2278","BESI MERAH PUTIH MILITIA",1
"T2279","BHUMI UCHCHED PRATIRODH COMMITTEE (BUPC)",1
"T2280","BINI-ORU",1
"T2281","BORANA BANDITS",1
"T2282","BUNDA DIA KONGO (BDK)",1
"T2282","BUNDA DIA KONGO",0
"T2282","KINGDOM OF KONGO",0
"T2282","KINGDOM OF KONGO (BDK)",0
"T2283","CANNIBAL ARMY",1
"T2284","CHAKMA TRIBAL GROUP",1
"T2285","CHIN NATIONAL ARMY",1
"T2286","CIVIL ASSOCIATION FOR PEACE IN COLOMBIA, ASOCIPAZ",1
"T2286","ASOCIPAZ",0
"T2286","CIVIL ASSOCIATION FOR PEACE IN COLOMBIA",0
